X,Y,FID,OBJECTID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE,CITY_NAME2,POP_updated,POP_updated_year,POP_SOURCE_updated,comments
7548686.472,4139446.818,1070,2061,Bamian,AFG-BAM,Bamian,AF,Afghanistan,Provincial capital,0,0, ,0,1, ,Bamian,14700,2020,citypopulation.de,
7810921.347,4116418.671,1071,2062,Mehtar Lam,AFG-LGH,Laghman,AF,Afghanistan,Provincial capital,0,0, ,0,0, ,Mehtar Lam,5900,2020,citypopulation.de,
7696268.728,4100315.268,1072,2063,Kabul,AFG-KAB,Kabol,AF,Afghanistan,National and provincial capital,4136000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020,Kabul,4434600,2020,citypopulation.de,
7658780.566,4089387.545,1073,2064,Mayda Shahr,AFG-VRD,Vardak,AF,Afghanistan,Provincial capital,0,0, ,0,0, ,Mayda Shahr,3500,2020,citypopulation.de,
7677338.294,4024331.796,1074,2065,Baraki Barak,AFG-LWG,Lowgar,AF,Afghanistan,Provincial capital,0,0, ,0,0, ,Baraki Barak,,,,
7681045.246,4829679.613,1075,2066,Leninobod,TJK-KDZ,Khudzhand,TI,Tajikistan,Provincial capital,0,0, ,0,0, ,Leninobod,,,,no info
8041385.76,5238439.021,1076,2067,Talas,KGZ-TLS,Talas,KG,Kyrgyzstan,Provincial capital,0,0, ,0,1, ,Talas,41067,2022,citypopulation.de,
7744830.641,5206475.532,1077,2068,Shymkent,KAZ-CHM,Chimkent,KZ,Kazakhstan,Provincial capital,1023619,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,Shymkent,1192120,2023,citypopulation.de,
7719992.138,5048981.24,1078,2069,Tashkent,UZB-TSK,Tashkent,UZ,Uzbekistan,National and provincial capital,2509969,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020,Tashkent,2956384,2023,citypopulation.de,
7656922.088,4941314.85,1079,2070,Gulistan,UZB-SRD,Syrdar'ya,UZ,Uzbekistan,Provincial capital,0,0, ,0,0, ,Gulistan,76400,2023,citypopulation.de,
7552136.94,4880338.56,1080,2071,Dzhizak,UZB-DZH,Dzhizak,UZ,Uzbekistan,Provincial capital,155822,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Dzhizak,191620,2023,citypopulation.de,
7944983.304,5295091.128,1081,2072,Dzhambul,KAZ-DZM,Dzhambul,KZ,Kazakhstan,Provincial capital,0,0, ,0,1, ,Dzhambul,,,,
9750140.397,5431922.428,1082,2073,Urumqi,CHN-XNJ,Xinjiang,CH,China,Provincial capital,4565000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020,Urumqi,3842560,2020,citypopulation.de,
9085896.994,3257044.875,1083,2074,Nepalganj,NPL-BHE,Bheri,NP,Nepal,Provincial capital,0,0, ,0,0, ,Nepalganj,164444,2021,citypopulation.de,
9282186.418,3190260.506,1084,2075,Bhairawa,NPL-LMB,Lumbini,NP,Nepal,Provincial capital,0,0, ,0,0, ,Bhairawa,,,,
9007973.128,3104618.675,1085,2076,Lucknow,IND-UPR,Uttar Pradesh,IN,India,Provincial capital,2817105,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,Lucknow,2902920,2011,citypopulation.de,
8940943.66,3055896.665,1086,2077,Kanpur,IND-UPR,Uttar Pradesh,IN,India,Other,2768057,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,Kanpur,2920496,2011,citypopulation.de,
9234657.457,2910422.91,1087,2078,Varanasi,IND-UPR,Uttar Pradesh,IN,India,Other,1198491,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,Varanasi,1432280,2011,citypopulation.de,
9152321.333,3407504.083,1088,2079,Jumla,NPL-KRN,Karnali,NP,Nepal,Provincial capital,0,0, ,0,0, ,Jumla,118349,2021,citypopulation.de,district
8972351.438,3413885.527,1089,2080,Dandeldhura,NPL-MHK,Mahakali,NP,Nepal,Provincial capital,0,0, ,0,0, ,Dandeldhura,,,,
8971571.985,3336882.964,1090,2081,Dhangarhi,NPL-SET,Seti,NP,Nepal,Provincial capital,101970,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Dhangarhi,198792,2021,citypopulation.de,
9148603.365,3293172.871,1091,2082,Sallyan,NPL-RAP,Rapti,NP,Nepal,Provincial capital,0,0, ,0,0, ,Sallyan,,,,
9304450.103,3282639.851,1092,2083,Baglung,NPL-DHW,Dhawalagiri,NP,Nepal,Provincial capital,0,0, ,0,0, ,Baglung,56102,2021,citypopulation.de,
9347720.092,3282298.595,1093,2084,Pokhara,NPL-GND,Gandaki,NP,Nepal,Provincial capital,255465,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Pokhara,513504,2021,citypopulation.de,
9496994.534,3212713.992,1094,2085,Kathmandu,NPL-BGM,Bagmati,NP,Nepal,National and provincial capital,1467000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020,Kathmandu,862400,2021,citypopulation.de,
9476628.398,3192481.948,1095,2086,Bhimphedi,NPL-NRY,Narayani,NP,Nepal,Provincial capital,0,0, ,0,0, ,Bhimphedi,21516,2021,citypopulation.de,
9583160.813,3164260.264,1096,2087,Ramechhap,NPL-JNK,Janakpur,NP,Nepal,Provincial capital,0,0, ,0,0, ,Ramechhap,24971,2021,citypopulation.de,
9655106.497,3065283.28,1097,2088,Rajbiraj,NPL-SGR,Sagarmatha,NP,Nepal,Provincial capital,0,0, ,0,0, ,Rajbiraj,70803,2021,citypopulation.de,
9477184.453,2951351.209,1098,2089,Patna,IND-BIH,Bihar,IN,India,Provincial capital,1684297,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,Patna,2049156,2011,citypopulation.de,
9867248.609,2797092.549,1099,2090,Rajshahi,BGD-RJS,Rajshahi,BG,Bangladesh,Provincial capital,449756,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,Rajshahi,763952,2011,citypopulation.de,
9969551.103,2613043.033,1100,2091,Khulna,BGD-KHL,Khulna,BG,Bangladesh,Provincial capital,664728,3,"500,000 to 999,999",0,1,UN_Data_2010_2020,Khulna,1046341,2011,citypopulation.de,
9833296.059,2576965.629,1101,2092,Kolkata,IND-WBN,West Bengal,IN,India,Provincial capital,4496694,2,"1,000,000 to 4,999,999",49560,0,UN_Data_2010_2020,Kolkata,14057991,2011,citypopulation.de,
10000197.48,3202819.855,1102,2093,Punakha,BTN-PNK,Punakha,BT,Bhutan,Provincial capital,0,0, ,0,1, ,Punakha,6262,2017,citypopulation.de,
9981684.83,3178928.347,1103,2094,Thimphu,BTN-THM,Thimphu,BT,Bhutan,National and provincial capital,114551,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Thimphu,114551,2017,citypopulation.de,
10009480.86,3177711.436,1104,2095,Wangdue Prodrang,BTN-WNP,Wangdi Phodrang,BT,Bhutan,Provincial capital,0,0, ,0,0, ,Wangdue Prodrang,8954,2017,citypopulation.de,
9964953.506,3171442.308,1105,2096,Paro,BTN-PAR,Paro,BT,Bhutan,Provincial capital,0,0, ,0,1, ,Paro,,,,
9864799.021,3164636.929,1106,2097,Gangtok,IND-SKK,Sikkim,IN,India,Provincial capital,100286,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Gangtok,100286,2011,citypopulation.de,
9787878.025,3111982.509,1107,2098,Ilam,NPL-MEC,Mechi,NP,Nepal,Provincial capital,0,0, ,0,0, ,Ilam,50085,2021,citypopulation.de,
9716332.107,3054923.091,1108,2099,Biratnagar,NPL-KOS,Kosi,NP,Nepal,Provincial capital,201125,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Biratnagar,243927,2021,citypopulation.de,
8804159.604,2410459.944,1109,2100,Nagpur,IND-MHR,Maharashtra,IN,India,Other,2405665,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,Nagpur,2497870,2011,citypopulation.de,
9555108.319,2304332.194,1110,2101,Bhubaneshwar,IND-ORS,Orissa,IN,India,Provincial capital,885363,3,"500,000 to 999,999",0,0,UN_Data_2010_2020,Bhubaneshwar,885363,2011,citypopulation.de,
9276253.313,2008306.877,1111,2102,Vishakhapatnam,IND-APR,Andhra Pradesh,IN,India,Other,2238000,2,"1,000,000 to 4,999,999",49480,0,UN_Habitat_2020,Vishakhapatnam,1728128,2011,citypopulation.de,
8933166.097,1466816.168,1112,2103,Chennai,IND-TNA,Tamil Nadu,IN,India,Provincial capital,4646732,2,"1,000,000 to 4,999,999",49450,0,UN_Data_2010_2020,Chennai,8653521,2011,citypopulation.de,
8887414.448,1338084.43,1113,2104,Pondicherry,IND-PND,Pondicherry,IN,India,Provincial capital,244377,5,"100,000 to 249,999",49430,1,UN_Data_2010_2020,Pondicherry,657209,2011,citypopulation.de,
8085485.309,1181221.64,1114,2105,Kavaratti,IND-LKS,Lakshadweep,IN,India,Provincial capital,0,0, ,0,0, ,Kavaratti,11210,2011,citypopulation.de,
8696471.016,1109168.507,1115,2106,Madurai,IND-TNA,Tamil Nadu,IN,India,Other,1017865,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,Madurai,1465625,2011,citypopulation.de,
8566257.266,950156.0412,1116,2107,Trivandrum,IND-KER,Kerala,IN,India,Provincial capital,0,0, ,49170,0, ,Trivandrum,1679754,2011,citypopulation.de,
8491497.339,1115516.556,1117,2108,Cochin,IND-KER,Kerala,IN,India,Other,0,0, ,49130,0, ,Cochin,,,,
8109624.493,2322420.858,1118,2109,Daman,IND-DAD,Daman & Diu,IN,India,Provincial capital,0,0, ,0,0, ,Daman,44282,2011,citypopulation.de,
8126522.127,2295735.923,1119,2110,Silvassa,IND-DAN,Dadra and Nagar Haveli,IN,India,Provincial capital,0,0, ,0,0, ,Silvassa,,,,
8106953.496,2164003.87,1120,2111,Mumbai,IND-MHR,Maharashtra,IN,India,Provincial capital,12442373,1,"5,000,000 and greater",48840,0,UN_Data_2010_2020,Mumbai,18394912,2011,citypopulation.de,
8221197.359,2100352.689,1121,2112,Pune,IND-MHR,Maharashtra,IN,India,Other,3124458,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,Pune,5057709,2011,citypopulation.de,
8736910.717,1966854.475,1122,2113,Hyderabad,IND-APR,Andhra Pradesh,IN,India,Provincial capital,10275000,1,"5,000,000 and greater",0,0,UN_Habitat_2020,Hyderabad,7677018,2011,citypopulation.de,
8217382.218,1745967.053,1123,2114,Panaji,IND-GOA,Goa,IN,India,Provincial capital,0,0, ,0,0, ,Panaji,114759,2011,citypopulation.de,
8637026.752,1456847.782,1124,2115,Bangalore,IND-KRN,Karnataka,IN,India,Other,8495492,1,"5,000,000 and greater",0,0,UN_Data_2010_2020,Bangalore,8520435,2011,citypopulation.de,
8331484.806,1444769.88,1125,2116,Mangalore,IND-KRN,Karnataka,IN,India,Other,499487,4,"250,000 to 499,999",49030,0,UN_Data_2010_2020,Mangalore,623841,2011,citypopulation.de,
9042816.342,957472.644,1126,2117,Trincomalee,LKA-EST,Eastern,CE,Sri Lanka,Provincial capital,0,0, ,49290,0, ,Trincomalee,48351,2012,citypopulation.de,
8948231.301,932825.8461,1127,2118,Anuradhapura,LKA-NCN,North Central,CE,Sri Lanka,Provincial capital,0,0, ,0,0, ,Anuradhapura,50595,2012,citypopulation.de,
8886190.151,897173.9991,1128,2119,Puttalan,LKA-NWS,North Western,CE,Sri Lanka,Provincial capital,0,0, ,0,0, ,Puttalan,45511,2012,citypopulation.de,
8976470.148,813043.8632,1129,2120,Kandy,LKA-CEN,Central,CE,Sri Lanka,Provincial capital,0,0, ,0,0, ,Kandy,98828,2012,citypopulation.de,
9023112.461,779499.7958,1130,2121,Badulla,LKA-UVA,Uva,CE,Sri Lanka,Provincial capital,0,0, ,0,0, ,Badulla,42237,2012,citypopulation.de,
8888638.744,772995.8303,1131,2122,Colombo,LKA-WST,Western,CE,Sri Lanka,National and provincial capital,0,0, ,49240,0, ,Colombo,561314,2012,citypopulation.de,
8948528.846,746761.9829,1132,2123,Ratnapura,LKA-SBR,Sabaragamuwa,CE,Sri Lanka,Provincial capital,0,0, ,0,0, ,Ratnapura,47105,2012,citypopulation.de,
8929826.84,672834.6097,1133,2124,Galle,LKA-STH,Southern,CE,Sri Lanka,Provincial capital,0,0, ,49250,0, ,Galle,86333,2012,citypopulation.de,
11657009.87,1965489.677,1134,2125,Nakhom Phanom,THA-NPH,Nakhon Phanom,TH,Thailand,Provincial capital,123720,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Nakhom Phanom,,,,
11763352.95,2116004.176,1135,2126,Vinh,VNM-NAN,Nghe An,VM,Vietnam,Provincial capital,0,0, ,0,0, ,Vinh,230439,2019,citypopulation.de,
11790592.92,2078556.511,1136,2127,Ha Tinh,VNM-HTN,Ha Tinh,VM,Vietnam,Provincial capital,0,0, ,57530,1, ,Ha Tinh,72792,2019,citypopulation.de,
11869329.31,1974904.47,1137,2128,Dong Hoi,VNM-QBN,Quang Binh,VM,Vietnam,Provincial capital,0,0, ,0,0, ,Dong Hoi,91601,2019,citypopulation.de,
11666303.27,1967084.411,1138,2129,Muang Khammouan,LAO-KHM,Khammouan,LA,Laos,Provincial capital,0,0, ,0,0, ,Muang Khammouan,38388,2015,citypopulation.de,
11594036,1939807.474,1139,2130,Sakon Nakhon,THA-SNK,Sakon Nakhon,TH,Thailand,Provincial capital,315788,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,Sakon Nakhon,53100,2019,citypopulation.de,
14971545.37,819398.3318,1140,2131,Koror,PLW,Palau,PS,Palau,National and provincial capital,11754,7,"Less than 50,000",0,0,UN_Data_2010_2020,Koror,,,,
13983251.38,790164.8566,1141,2132,Davao,PHL-SMN,Southern Mindanao,RP,Philippines,Other,1632991,2,"1,000,000 to 4,999,999",59430,0,UN_Data_2010_2020,Davao,1436085,2020,citypopulation.de,
13898238.24,165142.5516,1142,2133,Manado,IDN-SUT,Sulawesi Utara,ID,Indonesia,Provincial capital,410481,4,"250,000 to 499,999",52040,0,UN_Data_2010_2020,Manado,394683,2010,citypopulation.de,
14743710.89,4079672.105,1143,2134,Hiroshima,JPN-CGK,Chugoku,JA,Japan,Provincial capital,1194034,2,"1,000,000 to 4,999,999",61650,0,UN_Data_2010_2020,Hiroshima,1200754,2020,citypopulation.de,
14780444.65,4006667.488,1144,2135,Matsuyama,JPN-SHK,Shikoku,JA,Japan,Provincial capital,514865,3,"500,000 to 999,999",62030,0,UN_Data_2010_2020,Matsuyama,511192,2020,citypopulation.de,
11504090.63,2480338.075,1145,2136,Luan Chau,VNM-LCH,Lai Chau,VM,Vietnam,Provincial capital,0,0, ,0,0, ,Luan Chau,34474,2019,citypopulation.de,
11365719.61,2473544.291,1146,2137,Phongsali,LAO-PHN,Phongsali,LA,Laos,Provincial capital,0,0, ,0,1, ,Phongsali,8161,2015,citypopulation.de,
11567208.78,2431032.58,1147,2138,Son La,VNM-SLA,Son La,VM,Vietnam,Provincial capital,0,0, ,0,1, ,Son La,70362,2019,citypopulation.de,
11289655.22,2385917.855,1148,2139,Louang Namtha,LAO-LNM,Louang Namtha,LA,Laos,Provincial capital,0,0, ,0,1, ,Louang Namtha,28551,2015,citypopulation.de,
11580934.48,2322460.406,1149,2140,Xam Nua,LAO-HPH,Houaphan,LA,Laos,Provincial capital,0,0, ,0,0, ,Xam Nua,17461,2015,citypopulation.de,
11370395.35,2259293.825,1150,2141,Louangphrabang,LAO-LNG,Louangphrabang,LA,Laos,Provincial capital,0,0, ,0,1, ,Louangphrabang,66781,2015,citypopulation.de,
14575427.89,4022089.944,1151,2142,Shimonoseki,JPN-CGK,Chugoku,JA,Japan,Other,268517,4,"250,000 to 499,999",61700,0,UN_Data_2010_2020,Shimonoseki,255051,2020,citypopulation.de,
10696021.99,2508644.231,1152,2143,Mandalay,MMR-MND,Mandalay,BM,Myanmar,Provincial capital,1225546,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020,Mandalay,1225546,2014,citypopulation.de,
10682440.57,2497123.759,1153,2144,Sagaing,MMR-SGN,Sagaing,BM,Myanmar,Provincial capital,0,0, ,0,1, ,Sagaing,81432,2014,citypopulation.de,
10802220.79,2365903.199,1154,2145,Taunggyi,MMR-SST,Shan State,BM,Myanmar,Provincial capital,381639,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Taunggyi,264804,2014,citypopulation.de,
11113359.21,2261898.889,1155,2146,Chang Rai,THA-CRA,Chiang Rai,TH,Thailand,Provincial capital,455732,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Chang Rai,77672,2019,citypopulation.de,
10820922.8,2233387.522,1156,2147,Loikaw,MMR-KSE,Kayah State,BM,Myanmar,Provincial capital,128401,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Loikaw,51349,2014,citypopulation.de,
10905858.79,2190406.511,1157,2148,Mae Hong Son,THA-MHS,Mae Hong Son,TH,Thailand,Provincial capital,30928,7,"Less than 50,000",0,1,UN_Data_2010_2020,Mae Hong Son,,,,
10742108.27,1959039.469,1158,2149,Pegu,MMR-PEG,Pegu,BM,Myanmar,Provincial capital,0,0, ,0,1, ,Pegu,,,,
11040333.52,1174660.227,1159,2150,Chumphon,THA-CHM,Chumphon,TH,Thailand,Provincial capital,147912,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Chumphon,33654,2019,citypopulation.de,
10980332.19,1114594.945,1160,2151,Ranong,THA-RNN,Ranong,TH,Thailand,Provincial capital,123596,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Ranong,,,,
11057810.22,1021239.367,1161,2152,Surat Thani,THA-STH,Surat Thani,TH,Thailand,Provincial capital,410984,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,Surat Thani,132040,2019,citypopulation.de,
10968754.52,944190.8263,1162,2153,Phangnga,THA-PHN,Phangnga,TH,Thailand,Provincial capital,41547,7,"Less than 50,000",0,1,UN_Data_2010_2020,Phangnga,,,,
10952168.47,879638.7356,1163,2154,Phuket,THA-PHK,Phuket,TH,Thailand,Provincial capital,358159,4,"250,000 to 499,999",49770,1,UN_Data_2010_2020,Phuket,79308,2019,citypopulation.de,
10612458.57,620655.1897,1164,2155,Banda Aceh,IDN-ACE,Aceh,ID,Indonesia,Provincial capital,223446,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Banda Aceh,223446,2010,citypopulation.de,
11251729.23,511615.4383,1165,2156,Ipoh,MYS-PER,Perak,MY,Malaysia,Provincial capital,488172,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Ipoh,665600,2010,citypopulation.de,
10984562.11,399340.7015,1166,2157,Medan,IDN-SUA,Sumatera Utara,ID,Indonesia,Provincial capital,2097610,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020,Medan,2097610,2010,citypopulation.de,
11166569.82,597991.9151,1167,2158,Pinang,MYS-PPN,Pulau Pinang,MY,Malaysia,Provincial capital,0,0, ,49850,0, ,Pinang,,,,
11128052.72,940927.4675,1168,2159,Nakhon Si Thammarat,THA-NST,Nakhon Si Thammarat,TH,Thailand,Provincial capital,265606,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,Nakhon Si Thammarat,102152,2019,citypopulation.de,
11010833.3,899309.9678,1169,2160,Krabi,THA-KRA,Krabi,TH,Thailand,Provincial capital,52867,6,"50,000 to 99,999",49780,1,UN_Data_2010_2020,Krabi,32644,2019,citypopulation.de,
11140965.88,850204.5334,1170,2161,Phatthalung,THA-PHL,Phatthalung,TH,Thailand,Provincial capital,244783,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Phatthalung,33247,2019,citypopulation.de,
11089090.78,842792.9963,1171,2162,Trang,THA-TRN,Trang,TH,Thailand,Provincial capital,82794,6,"50,000 to 99,999",0,1,UN_Data_2010_2020,Trang,59304,2019,citypopulation.de,
11197961.57,803281.8802,1172,2163,Songkhla,THA-SNG,Songkhla,TH,Thailand,Provincial capital,800970,3,"500,000 to 999,999",57434,1,UN_Data_2010_2020,Songkhla,61758,2019,citypopulation.de,
11139373.91,738210.461,1173,2164,Satun,THA-SAT,Satun,TH,Thailand,Provincial capital,55273,6,"50,000 to 99,999",0,1,UN_Data_2010_2020,Satun,23837,2019,citypopulation.de,
11153099.61,717627.8404,1174,2165,Kangar,MYS-PRL,Perlis,MY,Malaysia,Provincial capital,0,0, ,0,0, ,Kangar,13610,2000,citypopulation.de,
11172246.44,681566.859,1175,2166,Alor Setar,MYS-KED,Kedah,MY,Malaysia,Provincial capital,136423,5,"100,000 to 249,999",49840,0,UN_Data_2010_2020,Alor Setar,254800,2010,citypopulation.de,
10221912.5,2551191.945,1176,2167,Chittagong,BGD-CHT,Chittagong,BG,Bangladesh,Provincial capital,2591681,2,"1,000,000 to 4,999,999",49590,1,UN_Data_2010_2020,Chittagong,3669170,2011,citypopulation.de,
10566223.02,2289623.481,1177,2168,Magway,MMR-MAG,Magwe,BM,Myanmar,Provincial capital,289247,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Magway,94038,2014,citypopulation.de,
10341024.46,2289505.028,1178,2169,Sittwe,MMR-AST,Arakan State,BM,Myanmar,Provincial capital,147899,5,"100,000 to 249,999",49620,0,UN_Data_2010_2020,Sittwe,100748,2014,citypopulation.de,
10700573.52,1905956.679,1179,2170,Rangoon,MMR-RNG,Rangoon,BM,Myanmar,Provincial capital,5211431,1,"5,000,000 and greater",49650,1,UN_Data_2010_2020,Rangoon,4728524,2014,citypopulation.de,
10866641.38,1903370.895,1180,2171,Pa-an,MMR-KSA,Karen State,BM,Myanmar,Provincial capital,421575,4,"250,000 to 499,999",0,0,UN_Data_2010_2020,Pa-an,,,,
10545518.26,1894533.325,1181,2172,Bassein,MMR-IRR,Irrawaddy,BM,Myanmar,Provincial capital,0,0, ,49640,0, ,Bassein,,,,
10869795.28,1861849.024,1182,2173,Moulmein,MMR-MST,Mon State,BM,Myanmar,Provincial capital,0,0, ,49660,0, ,Moulmein,253734,2014,citypopulation.de,
10931796.34,1583855.536,1183,2174,Tavoy,MMR-TNS,Tenasserim,BM,Myanmar,Provincial capital,0,0, ,49680,0, ,Tavoy,,,,
10325809.99,1307898.15,1184,2175,Port Blair,IND-AAN,Andaman and Nicobar Islands,IN,India,Provincial capital,108058,5,"100,000 to 249,999",49720,0,UN_Data_2010_2020,Port Blair,108058,2011,citypopulation.de,
11121262,2173664.793,1185,2176,Phayao,THA-PHA,Phayao,TH,Thailand,Provincial capital,221062,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Phayao,,,,
11020629.62,2129874.127,1186,2177,Chiang Mai,THA-CMA,Chiang Mai,TH,Thailand,Provincial capital,967020,3,"500,000 to 999,999",0,1,UN_Data_2010_2020,Chiang Mai,127240,2019,citypopulation.de,
11219334.59,2128580.974,1187,2178,Nan,THA-NAN,Nan,TH,Thailand,Provincial capital,99196,6,"50,000 to 99,999",0,1,UN_Data_2010_2020,Nan,19783,2019,citypopulation.de,
11028867.04,2096508.824,1188,2179,Lamphun,THA-LMP,Lamphun,TH,Thailand,Provincial capital,262832,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,Lamphun,,,,
11074508.49,2071754.639,1189,2180,Lampang,THA-LMN,Lampang,TH,Thailand,Provincial capital,372463,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,Lampang,52124,2019,citypopulation.de,
11150093.98,2055113.633,1190,2181,Phrae,THA-PHR,Phrae,TH,Thailand,Provincial capital,156099,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Phrae,,,,
11143415.47,1993468.029,1191,2182,Uttaradit,THA-UTT,Uttaradit,TH,Thailand,Provincial capital,151047,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Uttaradit,32198,2019,citypopulation.de,
11104118.92,1922338.015,1192,2183,Sukhothai,THA-SKH,Sukhothai,TH,Thailand,Provincial capital,166782,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Sukhothai,,,,
11033987.63,1906627.79,1193,2184,Tak,THA-TAK,Tak,TH,Thailand,Provincial capital,146769,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Tak,,,,
11260968.52,1853296.346,1194,2185,Phetchabun,THA-PHH,Phetchabun,TH,Thailand,Provincial capital,172275,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Phetchabun,21129,2019,citypopulation.de,
11134843.42,1732917.841,1195,2186,Uthai Thani,THA-UTH,Uthai Thani,TH,Thailand,Provincial capital,65459,6,"50,000 to 99,999",0,1,UN_Data_2010_2020,Uthai Thani,,,,
11145975.27,1709838.377,1196,2187,Chainat,THA-CNA,Chai Nat,TH,Thailand,Provincial capital,205456,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Chainat,,,,
11176588.57,1676180.603,1197,2188,Sing Buri,THA-SBU,Sing Buri,TH,Thailand,Provincial capital,56396,6,"50,000 to 99,999",0,1,UN_Data_2010_2020,Sing Buri,,,,
11200856,1665816.05,1198,2189,Thahanbok Lop Buri,THA-LBU,Lop Buri,TH,Thailand,Provincial capital,235827,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Thahanbok Lop Buri,,,,
11182042.78,1641223.611,1199,2190,Ang Thong,THA-ATH,Ang Thong,TH,Thailand,Provincial capital,109207,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Ang Thong,,,,
11146308.89,1628309.322,1200,2191,Supham Buri,THA-SBR,Suphan Buri,TH,Thailand,Provincial capital,228496,5,"100,000 to 249,999",0,0,UN_Data_2010_2020,Supham Buri,25359,2019,citypopulation.de,
11194398.91,1613712.809,1201,2192,Phra Nakhon Si Ayutthaya,THA-PNS,Phra Nakhon Si Ayutthaya,TH,Thailand,Provincial capital,365736,4,"250,000 to 499,999",0,1,UN_Data_2010_2020,Phra Nakhon Si Ayutthaya,50830,2019,citypopulation.de,
11161560.44,1899067.844,1202,2193,Phitsanulok,THA-PHT,Phitsanulok,TH,Thailand,Provincial capital,201466,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Phitsanulok,66106,2019,citypopulation.de,
11079517.87,1859564.024,1203,2194,Kamphaeng Phet,THA-KPH,Kamphaeng Phet,TH,Thailand,Provincial capital,211774,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Kamphaeng Phet,28817,2019,citypopulation.de,
11170799.74,1855618.316,1204,2195,Phichit,THA-PHC,Phichit,TH,Thailand,Provincial capital,131283,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Phichit,21400,2019,citypopulation.de,
11146865.94,1770123.072,1205,2196,Nakhon Sawan,THA-NSA,Nakhon Sawan,TH,Thailand,Provincial capital,225903,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Nakhon Sawan,82305,2019,citypopulation.de,
11233695.47,1633138.741,1206,2197,Saraburi,THA-SRB,Saraburi,TH,Thailand,Provincial capital,239281,5,"100,000 to 249,999",0,1,UN_Data_2010_2020,Saraburi,60809,2019,citypopulation.de,
11267313.41,1597172.288,1207,2198,Nakhon Nayok,THA-NNA,Nakhon Nayok,TH,Thailand,Provincial capital,27841,7,"Less than 50,000",0,1,UN_Data_2010_2020,Nakhon Nayok,,,,
11191316.14,1576132.453,1208,2199,Pathum Thani,THA-PTH,Pathum Thani,TH,Thailand,Provincial capital,757175,3,"500,000 to 999,999",0,1,UN_Data_2010_2020,Pathum Thani,23633,2019,citypopulation.de,
11189819.33,1556788.21,1209,2200,Nonthaburi,THA-NNT,Nonthaburi,TH,Thailand,Provincial capital,797739,3,"500,000 to 999,999",0,1,UN_Data_2010_2020,Nonthaburi,,,,
11189464.68,1545550.421,1210,2201,Bangkok,THA-KTH,Krung Thep,TH,Thailand,National and provincial capital,8305218,1,"5,000,000 and greater",57450,0,UN_Data_2010_2020,Bangkok,5666264,2019,citypopulation.de,
